t,semaforoV2_se_—_rojo,semaforoV2_se_—_verde,semaforoV2_se_—_t_restante,boton_pwm_cs_—_salida
74.300,1.0000,0.0000,30.0000,0.0000
74.350,1.0000,0.0000,30.0000,0.0000
74.400,1.0000,0.0000,30.0000,0.0000
74.450,1.0000,0.0000,30.0000,0.0000
74.500,1.0000,0.0000,30.0000,0.0000
74.550,1.0000,0.0000,30.0000,0.0000
74.600,1.0000,0.0000,30.0000,0.0000
74.650,1.0000,0.0000,30.0000,0.0000
74.700,1.0000,0.0000,30.0000,0.0000
74.750,1.0000,0.0000,30.0000,0.0000
74.800,1.0000,0.0000,30.0000,0.0000
74.850,1.0000,0.0000,30.0000,0.0000
74.900,1.0000,0.0000,30.0000,0.0000
74.950,1.0000,0.0000,30.0000,0.0000
75.000,1.0000,0.0000,30.0000,0.0000
75.050,1.0000,0.0000,30.0000,0.0000
75.100,1.0000,0.0000,30.0000,0.0000
75.150,1.0000,0.0000,30.0000,0.0000
75.200,1.0000,0.0000,30.0000,0.0000
75.250,1.0000,0.0000,30.0000,0.0000
75.300,1.0000,0.0000,30.0000,0.0000
75.350,1.0000,0.0000,30.0000,0.0000
75.400,1.0000,0.0000,30.0000,0.0000
75.450,1.0000,0.0000,30.0000,0.0000
75.500,1.0000,0.0000,30.0000,0.0000
75.550,1.0000,0.0000,30.0000,0.0000
75.600,1.0000,0.0000,30.0000,0.0000
75.650,1.0000,0.0000,30.0000,0.0000
75.700,1.0000,0.0000,30.0000,0.0000
75.750,1.0000,0.0000,30.0000,0.0000
75.800,1.0000,0.0000,30.0000,0.0000
75.850,1.0000,0.0000,30.0000,0.0000
75.900,1.0000,0.0000,30.0000,0.0000
75.950,1.0000,0.0000,30.0000,0.0000
76.000,1.0000,0.0000,30.0000,0.0000
76.050,1.0000,0.0000,30.0000,0.0000
76.100,1.0000,0.0000,30.0000,0.0000
76.150,1.0000,0.0000,30.0000,0.0000
76.200,1.0000,0.0000,30.0000,0.0000
76.250,1.0000,0.0000,30.0000,0.0000
76.300,1.0000,0.0000,30.0000,0.0000
76.350,1.0000,0.0000,30.0000,0.0000
76.400,1.0000,0.0000,30.0000,0.0000
76.450,1.0000,0.0000,30.0000,0.0000
76.500,1.0000,0.0000,30.0000,0.0000
76.550,1.0000,0.0000,30.0000,0.0000
76.600,1.0000,0.0000,30.0000,0.0000
76.650,1.0000,0.0000,30.0000,0.0000
76.700,1.0000,0.0000,30.0000,0.0000
76.750,1.0000,0.0000,30.0000,0.0000
76.800,1.0000,0.0000,30.0000,0.0000
76.850,1.0000,0.0000,30.0000,0.0000
76.900,1.0000,0.0000,30.0000,0.0000
76.950,1.0000,0.0000,30.0000,0.0000
77.000,1.0000,0.0000,30.0000,0.0000
77.050,1.0000,0.0000,30.0000,0.0000
77.100,1.0000,0.0000,30.0000,0.0000
77.150,1.0000,0.0000,30.0000,0.0000
77.200,1.0000,0.0000,30.0000,0.0000
77.250,1.0000,0.0000,30.0000,0.0000
77.300,1.0000,0.0000,30.0000,0.0000
77.350,1.0000,0.0000,30.0000,0.0000
77.400,1.0000,0.0000,30.0000,0.0000
77.450,1.0000,0.0000,30.0000,0.0000
77.500,1.0000,0.0000,30.0000,0.0000
77.550,1.0000,0.0000,30.0000,0.0000
77.600,1.0000,0.0000,30.0000,0.0000
77.650,1.0000,0.0000,30.0000,0.0000
77.700,1.0000,0.0000,30.0000,0.0000
77.750,1.0000,0.0000,30.0000,0.0000
77.800,1.0000,0.0000,30.0000,0.0000
77.850,1.0000,0.0000,30.0000,0.0000
77.900,1.0000,0.0000,30.0000,0.0000
77.950,1.0000,0.0000,30.0000,0.0000
78.000,1.0000,0.0000,30.0000,0.0000
78.050,1.0000,0.0000,30.0000,0.0000
78.100,1.0000,0.0000,30.0000,0.0000
78.150,1.0000,0.0000,30.0000,0.0000
78.200,1.0000,0.0000,30.0000,0.0000
78.250,1.0000,0.0000,30.0000,0.0000
78.300,1.0000,0.0000,30.0000,0.0000
78.350,1.0000,0.0000,30.0000,0.0000
78.400,1.0000,0.0000,30.0000,0.0000
78.450,1.0000,0.0000,30.0000,0.0000
78.500,1.0000,0.0000,30.0000,0.0000
78.550,1.0000,0.0000,30.0000,0.0000
78.600,1.0000,0.0000,30.0000,0.0000
78.650,1.0000,0.0000,30.0000,0.0000
78.700,1.0000,0.0000,30.0000,0.0000
78.750,1.0000,0.0000,30.0000,0.0000
78.800,1.0000,0.0000,30.0000,0.0000
78.850,1.0000,0.0000,30.0000,0.0000
78.900,1.0000,0.0000,30.0000,0.0000
78.950,1.0000,0.0000,30.0000,0.0000
79.000,1.0000,0.0000,30.0000,0.0000
79.050,1.0000,0.0000,30.0000,0.0000
79.100,1.0000,0.0000,30.0000,0.0000
79.150,1.0000,0.0000,30.0000,0.0000
79.200,1.0000,0.0000,30.0000,0.0000
79.250,1.0000,0.0000,30.0000,0.0000
79.300,1.0000,0.0000,30.0000,0.0000
79.350,1.0000,0.0000,30.0000,0.0000
79.400,1.0000,0.0000,30.0000,0.0000
79.450,1.0000,0.0000,30.0000,0.0000
79.500,1.0000,0.0000,30.0000,0.0000
79.550,1.0000,0.0000,30.0000,0.0000
79.600,1.0000,0.0000,30.0000,0.0000
79.650,1.0000,0.0000,30.0000,0.0000
79.700,1.0000,0.0000,30.0000,0.0000
79.750,1.0000,0.0000,30.0000,0.0000
79.800,1.0000,0.0000,30.0000,0.0000
79.850,1.0000,0.0000,30.0000,0.0000
79.900,1.0000,0.0000,30.0000,0.0000
79.950,1.0000,0.0000,30.0000,0.0000
80.000,1.0000,0.0000,30.0000,0.0000
80.050,1.0000,0.0000,30.0000,0.0000
80.100,1.0000,0.0000,30.0000,0.0000
80.150,1.0000,0.0000,30.0000,0.0000
80.200,1.0000,0.0000,30.0000,0.0000
80.250,1.0000,0.0000,30.0000,0.0000
80.300,1.0000,0.0000,30.0000,0.0000
80.350,1.0000,0.0000,30.0000,0.0000
80.400,1.0000,0.0000,30.0000,0.0000
80.450,1.0000,0.0000,30.0000,0.0000
80.500,1.0000,0.0000,30.0000,0.0000
80.550,1.0000,0.0000,30.0000,0.0000
80.600,1.0000,0.0000,30.0000,0.0000
80.650,1.0000,0.0000,30.0000,0.0000
80.700,1.0000,0.0000,30.0000,0.0000
80.750,1.0000,0.0000,30.0000,0.0000
80.800,1.0000,0.0000,30.0000,0.0000
80.850,1.0000,0.0000,30.0000,0.0000
80.900,1.0000,0.0000,30.0000,0.0000
80.950,1.0000,0.0000,30.0000,0.0000
81.000,1.0000,0.0000,30.0000,0.0000
81.050,1.0000,0.0000,30.0000,0.0000
81.100,1.0000,0.0000,30.0000,0.0000
81.150,1.0000,0.0000,30.0000,0.0000
81.200,1.0000,0.0000,30.0000,0.0000
81.250,1.0000,0.0000,30.0000,0.0000
81.300,1.0000,0.0000,30.0000,0.0000
81.350,1.0000,0.0000,30.0000,0.0000
81.400,1.0000,0.0000,30.0000,0.0000
81.450,1.0000,0.0000,30.0000,0.0000
81.500,1.0000,0.0000,30.0000,0.0000
81.550,1.0000,0.0000,30.0000,0.0000
81.600,1.0000,0.0000,30.0000,0.0000
81.650,1.0000,0.0000,30.0000,0.0000
81.700,1.0000,0.0000,30.0000,0.0000
81.750,1.0000,0.0000,30.0000,0.0000
81.800,1.0000,0.0000,30.0000,0.0000
81.850,1.0000,0.0000,30.0000,0.0000
81.900,1.0000,0.0000,30.0000,0.0000
81.950,1.0000,0.0000,30.0000,0.0000
82.000,1.0000,0.0000,30.0000,0.0000
82.050,1.0000,0.0000,30.0000,0.0000
82.100,1.0000,0.0000,30.0000,0.0000
82.150,1.0000,0.0000,30.0000,0.0000
82.200,1.0000,0.0000,30.0000,0.0000
82.250,1.0000,0.0000,30.0000,0.0000
82.300,1.0000,0.0000,30.0000,0.0000
82.350,1.0000,0.0000,30.0000,0.0000
82.400,1.0000,0.0000,30.0000,0.0000
82.450,1.0000,0.0000,30.0000,0.0000
82.500,1.0000,0.0000,30.0000,0.0000
82.550,1.0000,0.0000,30.0000,0.0000
82.600,1.0000,0.0000,30.0000,0.0000
82.650,1.0000,0.0000,30.0000,0.0000
82.700,1.0000,0.0000,30.0000,0.0000
82.750,1.0000,0.0000,30.0000,0.0000
82.800,1.0000,0.0000,30.0000,0.0000
82.850,1.0000,0.0000,30.0000,0.0000
82.900,1.0000,0.0000,30.0000,0.0000
82.950,1.0000,0.0000,30.0000,0.0000
83.000,1.0000,0.0000,30.0000,0.0000
83.050,1.0000,0.0000,30.0000,0.0000
83.100,1.0000,0.0000,30.0000,0.0000
83.150,1.0000,0.0000,30.0000,0.0000
83.200,1.0000,0.0000,30.0000,0.0000
83.250,1.0000,0.0000,30.0000,0.0000
83.300,1.0000,0.0000,30.0000,0.0000
83.350,1.0000,0.0000,30.0000,0.0000
83.400,1.0000,0.0000,30.0000,0.0000
83.450,1.0000,0.0000,30.0000,0.0000
83.500,1.0000,0.0000,30.0000,0.0000
83.550,1.0000,0.0000,30.0000,0.0000
83.600,1.0000,0.0000,30.0000,0.0000
83.650,1.0000,0.0000,30.0000,0.0000
83.700,1.0000,0.0000,30.0000,0.0000
83.750,1.0000,0.0000,30.0000,0.0000
83.800,1.0000,0.0000,30.0000,0.0000
83.850,1.0000,0.0000,30.0000,0.0000
83.900,1.0000,0.0000,30.0000,0.0000
83.950,1.0000,0.0000,30.0000,0.0000
84.000,1.0000,0.0000,30.0000,0.0000
84.050,1.0000,0.0000,30.0000,0.0000
84.100,1.0000,0.0000,30.0000,0.0000
84.150,1.0000,0.0000,30.0000,0.0000
84.200,1.0000,0.0000,30.0000,0.0000
84.250,1.0000,0.0000,30.0000,0.0000
84.300,1.0000,0.0000,30.0000,0.0000
84.350,1.0000,0.0000,30.0000,0.0000
84.400,1.0000,0.0000,30.0000,0.0000
84.450,1.0000,0.0000,30.0000,0.0000
84.500,1.0000,0.0000,30.0000,0.0000
84.550,1.0000,0.0000,30.0000,0.0000
84.600,1.0000,0.0000,30.0000,0.0000
84.650,1.0000,0.0000,30.0000,0.0000
84.700,1.0000,0.0000,30.0000,0.0000
84.750,1.0000,0.0000,30.0000,0.0000
84.800,1.0000,0.0000,30.0000,0.0000
84.850,1.0000,0.0000,30.0000,0.0000
84.900,1.0000,0.0000,30.0000,0.0000
84.950,1.0000,0.0000,30.0000,0.0000
85.000,1.0000,0.0000,30.0000,0.0000
85.050,1.0000,0.0000,30.0000,0.0000
85.100,1.0000,0.0000,30.0000,0.0000
85.150,1.0000,0.0000,30.0000,0.0000
85.200,1.0000,0.0000,30.0000,0.0000
85.250,1.0000,0.0000,30.0000,0.0000
85.300,1.0000,0.0000,30.0000,0.0000
85.350,1.0000,0.0000,30.0000,0.0000
85.400,1.0000,0.0000,30.0000,0.0000
85.450,1.0000,0.0000,30.0000,0.0000
85.500,1.0000,0.0000,30.0000,0.0000
85.550,1.0000,0.0000,30.0000,0.0000
85.600,1.0000,0.0000,30.0000,0.0000
85.650,1.0000,0.0000,30.0000,0.0000
85.700,1.0000,0.0000,30.0000,0.0000
85.750,1.0000,0.0000,30.0000,0.0000
85.800,1.0000,0.0000,30.0000,0.0000
85.850,1.0000,0.0000,30.0000,0.0000
85.900,1.0000,0.0000,30.0000,0.0000
85.950,1.0000,0.0000,30.0000,0.0000
86.000,1.0000,0.0000,30.0000,0.0000
86.050,1.0000,0.0000,30.0000,0.0000
86.100,1.0000,0.0000,30.0000,0.0000
86.150,1.0000,0.0000,30.0000,0.0000
86.200,1.0000,0.0000,30.0000,0.0000
86.250,1.0000,0.0000,30.0000,0.0000
86.300,1.0000,0.0000,30.0000,0.0000
86.350,1.0000,0.0000,30.0000,0.0000
86.400,1.0000,0.0000,30.0000,0.0000
86.450,1.0000,0.0000,30.0000,0.0000
86.500,1.0000,0.0000,30.0000,0.0000
86.550,1.0000,0.0000,30.0000,0.0000
86.600,1.0000,0.0000,30.0000,0.0000
86.650,1.0000,0.0000,30.0000,0.0000
86.700,1.0000,0.0000,30.0000,0.0000
86.750,1.0000,0.0000,30.0000,0.0000
86.800,1.0000,0.0000,30.0000,0.0000
86.850,1.0000,0.0000,30.0000,0.0000
86.900,1.0000,0.0000,30.0000,0.0000
86.950,1.0000,0.0000,30.0000,0.0000
87.000,1.0000,0.0000,30.0000,0.0000
87.050,1.0000,0.0000,30.0000,0.0000
87.100,1.0000,0.0000,30.0000,0.0000
87.150,1.0000,0.0000,30.0000,0.0000
87.200,1.0000,0.0000,30.0000,0.0000
87.250,1.0000,0.0000,30.0000,0.0000
87.300,1.0000,0.0000,30.0000,0.0000
87.350,1.0000,0.0000,30.0000,0.0000
87.400,1.0000,0.0000,30.0000,0.0000
87.450,1.0000,0.0000,30.0000,0.0000
87.500,1.0000,0.0000,30.0000,0.0000
87.550,1.0000,0.0000,30.0000,0.0000
87.600,1.0000,0.0000,30.0000,0.0000
87.650,1.0000,0.0000,30.0000,0.0000
87.700,1.0000,0.0000,30.0000,0.0000
87.750,1.0000,0.0000,30.0000,0.0000
87.800,1.0000,0.0000,30.0000,0.0000
87.850,1.0000,0.0000,30.0000,0.0000
87.900,1.0000,0.0000,30.0000,0.0000
87.950,1.0000,0.0000,30.0000,0.0000
88.000,1.0000,0.0000,30.0000,0.0000
88.050,1.0000,0.0000,30.0000,0.0000
88.100,1.0000,0.0000,30.0000,0.0000
88.150,1.0000,0.0000,30.0000,0.0000
88.200,1.0000,0.0000,30.0000,0.0000
88.250,1.0000,0.0000,30.0000,0.0000
88.300,1.0000,0.0000,30.0000,0.0000
88.350,1.0000,0.0000,30.0000,0.0000
88.400,1.0000,0.0000,30.0000,0.0000
88.450,1.0000,0.0000,30.0000,0.0000
88.500,1.0000,0.0000,30.0000,0.0000
88.550,1.0000,0.0000,30.0000,0.0000
88.600,1.0000,0.0000,30.0000,0.0000
88.650,1.0000,0.0000,30.0000,0.0000
88.700,1.0000,0.0000,30.0000,0.0000
88.750,1.0000,0.0000,30.0000,0.0000
88.800,1.0000,0.0000,30.0000,0.0000
88.850,1.0000,0.0000,30.0000,0.0000
88.900,1.0000,0.0000,30.0000,0.0000
88.950,1.0000,0.0000,30.0000,0.0000
89.000,1.0000,0.0000,30.0000,0.0000
89.050,1.0000,0.0000,30.0000,0.0000
89.100,1.0000,0.0000,30.0000,0.0000
89.150,1.0000,0.0000,30.0000,0.0000
89.200,1.0000,0.0000,30.0000,0.0000
89.250,1.0000,0.0000,30.0000,0.0000
89.300,1.0000,0.0000,30.0000,0.0000
89.350,1.0000,0.0000,30.0000,0.0000
89.400,1.0000,0.0000,30.0000,0.0000
89.450,1.0000,0.0000,30.0000,0.0000
89.500,1.0000,0.0000,30.0000,0.0000
89.550,1.0000,0.0000,30.0000,0.0000
89.600,1.0000,0.0000,30.0000,0.0000
89.650,1.0000,0.0000,30.0000,0.0000
89.700,1.0000,0.0000,30.0000,0.0000
89.750,1.0000,0.0000,30.0000,0.0000
89.800,1.0000,0.0000,30.0000,0.0000
89.850,1.0000,0.0000,30.0000,0.0000
89.900,1.0000,0.0000,30.0000,0.0000
89.950,1.0000,0.0000,30.0000,0.0000
90.000,1.0000,0.0000,30.0000,0.0000
90.050,1.0000,0.0000,30.0000,0.0000
90.100,1.0000,0.0000,30.0000,0.0000
90.150,1.0000,0.0000,30.0000,0.0000
90.200,1.0000,0.0000,30.0000,0.0000
90.250,1.0000,0.0000,30.0000,0.0000
90.300,1.0000,0.0000,30.0000,0.0000
90.350,1.0000,0.0000,30.0000,0.0000
90.400,1.0000,0.0000,30.0000,0.0000
90.450,1.0000,0.0000,30.0000,0.0000
90.500,1.0000,0.0000,30.0000,0.0000
90.550,1.0000,0.0000,30.0000,0.0000
90.600,1.0000,0.0000,30.0000,0.0000
90.650,1.0000,0.0000,30.0000,0.0000
90.700,1.0000,0.0000,30.0000,0.0000
90.750,1.0000,0.0000,30.0000,0.0000
90.800,1.0000,0.0000,30.0000,0.0000
90.850,1.0000,0.0000,30.0000,0.0000
90.900,1.0000,0.0000,30.0000,0.0000
90.950,1.0000,0.0000,30.0000,0.0000
91.000,1.0000,0.0000,30.0000,0.0000
91.050,1.0000,0.0000,30.0000,0.0000
91.100,1.0000,0.0000,30.0000,0.0000
91.150,1.0000,0.0000,30.0000,0.0000
91.200,1.0000,0.0000,30.0000,0.0000
91.250,1.0000,0.0000,30.0000,0.0000
91.300,1.0000,0.0000,30.0000,0.0000
91.350,1.0000,0.0000,30.0000,0.0000
91.400,1.0000,0.0000,30.0000,0.0000
91.450,1.0000,0.0000,30.0000,0.0000
91.500,1.0000,0.0000,30.0000,0.0000
91.550,1.0000,0.0000,30.0000,0.0000
91.600,1.0000,0.0000,30.0000,0.0000
91.650,1.0000,0.0000,30.0000,0.0000
91.700,1.0000,0.0000,30.0000,0.0000
91.750,1.0000,0.0000,30.0000,0.0000
91.800,1.0000,0.0000,30.0000,0.0000
91.850,1.0000,0.0000,30.0000,0.0000
91.900,1.0000,0.0000,30.0000,0.0000
91.950,1.0000,0.0000,30.0000,0.0000
92.000,1.0000,0.0000,30.0000,0.0000
92.050,1.0000,0.0000,30.0000,0.0000
92.100,1.0000,0.0000,30.0000,0.0000
92.150,1.0000,0.0000,30.0000,0.0000
92.200,1.0000,0.0000,30.0000,0.0000
92.250,1.0000,0.0000,30.0000,0.0000
92.300,1.0000,0.0000,30.0000,0.0000
92.350,1.0000,0.0000,30.0000,0.0000
92.400,1.0000,0.0000,30.0000,0.0000
92.450,1.0000,0.0000,30.0000,0.0000
92.500,1.0000,0.0000,30.0000,0.0000
92.550,1.0000,0.0000,30.0000,0.0000
92.600,1.0000,0.0000,30.0000,0.0000
92.650,1.0000,0.0000,30.0000,0.0000
92.700,1.0000,0.0000,30.0000,0.0000
92.750,1.0000,0.0000,30.0000,0.0000
92.800,1.0000,0.0000,30.0000,0.0000
92.850,1.0000,0.0000,30.0000,0.0000
92.900,1.0000,0.0000,30.0000,0.0000
92.950,1.0000,0.0000,30.0000,0.0000
93.000,1.0000,0.0000,30.0000,0.0000
93.050,1.0000,0.0000,30.0000,0.0000
93.100,1.0000,0.0000,30.0000,0.0000
93.150,1.0000,0.0000,30.0000,0.0000
93.200,1.0000,0.0000,30.0000,0.0000
93.250,1.0000,0.0000,30.0000,0.0000
93.300,1.0000,0.0000,30.0000,0.0000
93.350,1.0000,0.0000,30.0000,0.0000
93.400,1.0000,0.0000,30.0000,0.0000
93.450,1.0000,0.0000,30.0000,0.0000
93.500,1.0000,0.0000,30.0000,0.0000
93.550,1.0000,0.0000,30.0000,0.0000
93.600,1.0000,0.0000,30.0000,0.0000
93.650,1.0000,0.0000,30.0000,0.0000
93.700,1.0000,0.0000,30.0000,0.0000
93.750,1.0000,0.0000,30.0000,0.0000
93.800,1.0000,0.0000,30.0000,0.0000
93.850,1.0000,0.0000,30.0000,0.0000
93.900,1.0000,0.0000,30.0000,0.0000
93.950,1.0000,0.0000,30.0000,0.0000
94.000,1.0000,0.0000,30.0000,0.0000
94.050,1.0000,0.0000,30.0000,0.0000
94.100,1.0000,0.0000,30.0000,0.0000
94.150,1.0000,0.0000,30.0000,0.0000
94.200,1.0000,0.0000,30.0000,0.0000
94.250,1.0000,0.0000,30.0000,0.0000
94.300,1.0000,0.0000,30.0000,0.0000
94.350,1.0000,0.0000,30.0000,0.0000
94.400,1.0000,0.0000,30.0000,0.0000
94.450,1.0000,0.0000,30.0000,0.0000
94.500,1.0000,0.0000,30.0000,0.0000
94.550,1.0000,0.0000,30.0000,0.0000
94.600,1.0000,0.0000,30.0000,0.0000
94.650,1.0000,0.0000,30.0000,0.0000
94.700,1.0000,0.0000,30.0000,0.0000
94.750,1.0000,0.0000,30.0000,0.0000
94.800,1.0000,0.0000,30.0000,0.0000
94.850,1.0000,0.0000,30.0000,0.0000
94.900,1.0000,0.0000,30.0000,0.0000
94.950,1.0000,0.0000,30.0000,0.0000
95.000,1.0000,0.0000,30.0000,0.0000
95.050,1.0000,0.0000,30.0000,1.0000
95.100,0.0000,1.0000,15.0000,1.0000
95.150,0.0000,1.0000,15.0000,1.0000
95.200,0.0000,1.0000,15.0000,1.0000
95.250,0.0000,1.0000,15.0000,1.0000
95.300,0.0000,1.0000,15.0000,1.0000
95.350,0.0000,1.0000,15.0000,1.0000
95.400,0.0000,1.0000,15.0000,1.0000
95.450,0.0000,1.0000,15.0000,1.0000
95.500,0.0000,1.0000,15.0000,1.0000
95.550,0.0000,1.0000,15.0000,1.0000
95.600,0.0000,1.0000,15.0000,1.0000
95.650,0.0000,1.0000,15.0000,1.0000
95.700,0.0000,1.0000,15.0000,1.0000
95.750,0.0000,1.0000,15.0000,1.0000
95.800,0.0000,1.0000,15.0000,1.0000
95.850,0.0000,1.0000,15.0000,1.0000
95.900,0.0000,1.0000,15.0000,1.0000
95.950,0.0000,1.0000,15.0000,1.0000
96.000,0.0000,1.0000,15.0000,1.0000
96.050,0.0000,1.0000,15.0000,1.0000
96.100,0.0000,1.0000,15.0000,1.0000
96.150,0.0000,1.0000,15.0000,1.0000
96.200,0.0000,1.0000,15.0000,1.0000
96.250,0.0000,1.0000,15.0000,1.0000
96.300,0.0000,1.0000,15.0000,1.0000
96.350,0.0000,1.0000,15.0000,1.0000
96.400,0.0000,1.0000,15.0000,1.0000
96.450,0.0000,1.0000,15.0000,1.0000
96.500,0.0000,1.0000,15.0000,1.0000
96.550,0.0000,1.0000,15.0000,1.0000
96.600,0.0000,1.0000,15.0000,1.0000
96.650,0.0000,1.0000,15.0000,1.0000
96.700,0.0000,1.0000,15.0000,1.0000
96.750,0.0000,1.0000,15.0000,1.0000
96.800,0.0000,1.0000,15.0000,1.0000
96.850,0.0000,1.0000,15.0000,1.0000
96.900,0.0000,1.0000,15.0000,1.0000
96.950,0.0000,1.0000,15.0000,1.0000
97.000,0.0000,1.0000,15.0000,1.0000
97.050,0.0000,1.0000,15.0000,0.0000
97.100,0.0000,1.0000,13.0000,0.0000
97.150,0.0000,1.0000,13.0000,0.0000
97.200,0.0000,1.0000,13.0000,0.0000
97.250,0.0000,1.0000,13.0000,0.0000
97.300,0.0000,1.0000,13.0000,0.0000
97.350,0.0000,1.0000,13.0000,0.0000
97.400,0.0000,1.0000,13.0000,0.0000
97.450,0.0000,1.0000,13.0000,0.0000
97.500,0.0000,1.0000,13.0000,0.0000
97.550,0.0000,1.0000,13.0000,0.0000
97.600,0.0000,1.0000,13.0000,0.0000
97.650,0.0000,1.0000,13.0000,0.0000
97.700,0.0000,1.0000,13.0000,0.0000
97.750,0.0000,1.0000,13.0000,0.0000
97.800,0.0000,1.0000,13.0000,0.0000
97.850,0.0000,1.0000,13.0000,0.0000
97.900,0.0000,1.0000,13.0000,0.0000
97.950,0.0000,1.0000,13.0000,0.0000
98.000,0.0000,1.0000,13.0000,0.0000
98.050,0.0000,1.0000,13.0000,0.0000
98.100,0.0000,1.0000,13.0000,0.0000
98.150,0.0000,1.0000,13.0000,0.0000
98.200,0.0000,1.0000,13.0000,0.0000
98.250,0.0000,1.0000,13.0000,0.0000
98.300,0.0000,1.0000,13.0000,0.0000
98.350,0.0000,1.0000,13.0000,0.0000
98.400,0.0000,1.0000,13.0000,0.0000
98.450,0.0000,1.0000,13.0000,0.0000
98.500,0.0000,1.0000,13.0000,0.0000
98.550,0.0000,1.0000,13.0000,0.0000
98.600,0.0000,1.0000,13.0000,0.0000
98.650,0.0000,1.0000,13.0000,0.0000
98.700,0.0000,1.0000,13.0000,0.0000
98.750,0.0000,1.0000,13.0000,0.0000
98.800,0.0000,1.0000,13.0000,0.0000
98.850,0.0000,1.0000,13.0000,0.0000
98.900,0.0000,1.0000,13.0000,0.0000
98.950,0.0000,1.0000,13.0000,0.0000
99.000,0.0000,1.0000,13.0000,0.0000
99.050,0.0000,1.0000,13.0000,0.0000
99.100,0.0000,1.0000,13.0000,0.0000
99.150,0.0000,1.0000,13.0000,0.0000
99.200,0.0000,1.0000,13.0000,0.0000
99.250,0.0000,1.0000,13.0000,0.0000
99.300,0.0000,1.0000,13.0000,0.0000
99.350,0.0000,1.0000,13.0000,0.0000
99.400,0.0000,1.0000,13.0000,0.0000
99.450,0.0000,1.0000,13.0000,0.0000
99.500,0.0000,1.0000,13.0000,0.0000
99.550,0.0000,1.0000,13.0000,0.0000
99.600,0.0000,1.0000,13.0000,0.0000
99.650,0.0000,1.0000,13.0000,0.0000
99.700,0.0000,1.0000,13.0000,0.0000
99.750,0.0000,1.0000,13.0000,0.0000
99.800,0.0000,1.0000,13.0000,0.0000
99.850,0.0000,1.0000,13.0000,0.0000
99.900,0.0000,1.0000,13.0000,0.0000
99.950,0.0000,1.0000,13.0000,0.0000
100.000,0.0000,1.0000,13.0000,0.0000
100.050,0.0000,1.0000,13.0000,0.0000
100.100,0.0000,1.0000,13.0000,0.0000
100.150,0.0000,1.0000,13.0000,0.0000
100.200,0.0000,1.0000,13.0000,0.0000
100.250,0.0000,1.0000,13.0000,0.0000
100.300,0.0000,1.0000,13.0000,0.0000
100.350,0.0000,1.0000,13.0000,0.0000
100.400,0.0000,1.0000,13.0000,0.0000
100.450,0.0000,1.0000,13.0000,0.0000
100.500,0.0000,1.0000,13.0000,0.0000
100.550,0.0000,1.0000,13.0000,0.0000
100.600,0.0000,1.0000,13.0000,0.0000
100.650,0.0000,1.0000,13.0000,0.0000
100.700,0.0000,1.0000,13.0000,0.0000
100.750,0.0000,1.0000,13.0000,0.0000
100.800,0.0000,1.0000,13.0000,0.0000
100.850,0.0000,1.0000,13.0000,0.0000
100.900,0.0000,1.0000,13.0000,0.0000
100.950,0.0000,1.0000,13.0000,0.0000
101.000,0.0000,1.0000,13.0000,0.0000
101.050,0.0000,1.0000,13.0000,0.0000
101.100,0.0000,1.0000,13.0000,0.0000
101.150,0.0000,1.0000,13.0000,0.0000
101.200,0.0000,1.0000,13.0000,0.0000
101.250,0.0000,1.0000,13.0000,0.0000
101.300,0.0000,1.0000,13.0000,0.0000
101.350,0.0000,1.0000,13.0000,0.0000
101.400,0.0000,1.0000,13.0000,0.0000
101.450,0.0000,1.0000,13.0000,0.0000
101.500,0.0000,1.0000,13.0000,0.0000
101.550,0.0000,1.0000,13.0000,0.0000
101.600,0.0000,1.0000,13.0000,0.0000
101.650,0.0000,1.0000,13.0000,0.0000
101.700,0.0000,1.0000,13.0000,0.0000
101.750,0.0000,1.0000,13.0000,0.0000
101.800,0.0000,1.0000,13.0000,0.0000
101.850,0.0000,1.0000,13.0000,0.0000
101.900,0.0000,1.0000,13.0000,0.0000
101.950,0.0000,1.0000,13.0000,0.0000
102.000,0.0000,1.0000,13.0000,0.0000
102.050,0.0000,1.0000,13.0000,0.0000
102.100,0.0000,1.0000,13.0000,0.0000
102.150,0.0000,1.0000,13.0000,0.0000
102.200,0.0000,1.0000,13.0000,0.0000
102.250,0.0000,1.0000,13.0000,0.0000
102.300,0.0000,1.0000,13.0000,0.0000
102.350,0.0000,1.0000,13.0000,0.0000
102.400,0.0000,1.0000,13.0000,0.0000
102.450,0.0000,1.0000,13.0000,0.0000
102.500,0.0000,1.0000,13.0000,0.0000
102.550,0.0000,1.0000,13.0000,0.0000
102.600,0.0000,1.0000,13.0000,0.0000
102.650,0.0000,1.0000,13.0000,0.0000
102.700,0.0000,1.0000,13.0000,0.0000
102.750,0.0000,1.0000,13.0000,0.0000
102.800,0.0000,1.0000,13.0000,0.0000
102.850,0.0000,1.0000,13.0000,0.0000
102.900,0.0000,1.0000,13.0000,0.0000
102.950,0.0000,1.0000,13.0000,0.0000
103.000,0.0000,1.0000,13.0000,0.0000
103.050,0.0000,1.0000,13.0000,0.0000
103.100,0.0000,1.0000,13.0000,0.0000
103.150,0.0000,1.0000,13.0000,0.0000
103.200,0.0000,1.0000,13.0000,0.0000
103.250,0.0000,1.0000,13.0000,0.0000
