t,semaforoV2_se_—_rojo,semaforoV2_se_—_verde,semaforoV2_se_—_t_restante,boton_pwm_cs_—_salida
157.750,1.0000,0.0000,30.0000,0.0000
157.800,1.0000,0.0000,30.0000,0.0000
157.850,1.0000,0.0000,30.0000,0.0000
157.900,1.0000,0.0000,30.0000,0.0000
157.950,1.0000,0.0000,30.0000,0.0000
158.000,1.0000,0.0000,30.0000,0.0000
158.050,1.0000,0.0000,30.0000,0.0000
158.100,1.0000,0.0000,30.0000,0.0000
158.150,1.0000,0.0000,30.0000,0.0000
158.200,1.0000,0.0000,30.0000,0.0000
158.250,1.0000,0.0000,30.0000,0.0000
158.300,1.0000,0.0000,30.0000,0.0000
158.350,1.0000,0.0000,30.0000,0.0000
158.400,1.0000,0.0000,30.0000,0.0000
158.450,1.0000,0.0000,30.0000,0.0000
158.500,1.0000,0.0000,30.0000,0.0000
158.550,1.0000,0.0000,30.0000,0.0000
158.600,1.0000,0.0000,30.0000,0.0000
158.650,1.0000,0.0000,30.0000,0.0000
158.700,1.0000,0.0000,30.0000,0.0000
158.750,1.0000,0.0000,30.0000,0.0000
158.800,1.0000,0.0000,30.0000,0.0000
158.850,1.0000,0.0000,30.0000,0.0000
158.900,1.0000,0.0000,30.0000,0.0000
158.950,1.0000,0.0000,30.0000,0.0000
159.000,1.0000,0.0000,30.0000,0.0000
159.050,1.0000,0.0000,30.0000,0.0000
159.100,1.0000,0.0000,30.0000,0.0000
159.150,1.0000,0.0000,30.0000,0.0000
159.200,1.0000,0.0000,30.0000,0.0000
159.250,1.0000,0.0000,30.0000,0.0000
159.300,1.0000,0.0000,30.0000,0.0000
159.350,1.0000,0.0000,30.0000,0.0000
159.400,1.0000,0.0000,30.0000,0.0000
159.450,1.0000,0.0000,30.0000,0.0000
159.500,1.0000,0.0000,30.0000,0.0000
159.550,1.0000,0.0000,30.0000,0.0000
159.600,1.0000,0.0000,30.0000,0.0000
159.650,1.0000,0.0000,30.0000,0.0000
159.700,1.0000,0.0000,30.0000,0.0000
159.750,1.0000,0.0000,30.0000,0.0000
159.800,1.0000,0.0000,30.0000,0.0000
159.850,1.0000,0.0000,30.0000,0.0000
159.900,1.0000,0.0000,30.0000,0.0000
159.950,1.0000,0.0000,30.0000,0.0000
160.000,1.0000,0.0000,30.0000,0.0000
160.050,1.0000,0.0000,30.0000,0.0000
160.100,1.0000,0.0000,30.0000,0.0000
160.150,1.0000,0.0000,30.0000,0.0000
160.200,1.0000,0.0000,30.0000,0.0000
160.250,1.0000,0.0000,30.0000,0.0000
160.300,1.0000,0.0000,30.0000,0.0000
160.350,1.0000,0.0000,30.0000,0.0000
160.400,1.0000,0.0000,30.0000,0.0000
160.450,1.0000,0.0000,30.0000,0.0000
160.500,1.0000,0.0000,30.0000,0.0000
160.550,1.0000,0.0000,30.0000,0.0000
160.600,1.0000,0.0000,30.0000,0.0000
160.650,1.0000,0.0000,30.0000,0.0000
160.700,1.0000,0.0000,30.0000,0.0000
160.750,1.0000,0.0000,30.0000,0.0000
160.800,1.0000,0.0000,30.0000,0.0000
160.850,1.0000,0.0000,30.0000,0.0000
160.900,1.0000,0.0000,30.0000,0.0000
160.950,1.0000,0.0000,30.0000,0.0000
161.000,1.0000,0.0000,30.0000,0.0000
161.050,1.0000,0.0000,30.0000,0.0000
161.100,1.0000,0.0000,30.0000,0.0000
161.150,1.0000,0.0000,30.0000,0.0000
161.200,1.0000,0.0000,30.0000,0.0000
161.250,1.0000,0.0000,30.0000,0.0000
161.300,1.0000,0.0000,30.0000,0.0000
161.350,1.0000,0.0000,30.0000,0.0000
161.400,1.0000,0.0000,30.0000,0.0000
161.450,1.0000,0.0000,30.0000,0.0000
161.500,1.0000,0.0000,30.0000,0.0000
161.550,1.0000,0.0000,30.0000,0.0000
161.600,1.0000,0.0000,30.0000,0.0000
161.650,1.0000,0.0000,30.0000,0.0000
161.700,1.0000,0.0000,30.0000,0.0000
161.750,1.0000,0.0000,30.0000,0.0000
161.800,1.0000,0.0000,30.0000,0.0000
161.850,1.0000,0.0000,30.0000,0.0000
161.900,1.0000,0.0000,30.0000,0.0000
161.950,1.0000,0.0000,30.0000,0.0000
162.000,1.0000,0.0000,30.0000,0.0000
162.050,1.0000,0.0000,30.0000,0.0000
162.100,1.0000,0.0000,30.0000,0.0000
162.150,1.0000,0.0000,30.0000,0.0000
162.200,1.0000,0.0000,30.0000,0.0000
162.250,1.0000,0.0000,30.0000,0.0000
162.300,1.0000,0.0000,30.0000,0.0000
162.350,1.0000,0.0000,30.0000,0.0000
162.400,1.0000,0.0000,30.0000,0.0000
162.450,1.0000,0.0000,30.0000,0.0000
162.500,1.0000,0.0000,30.0000,0.0000
162.550,1.0000,0.0000,30.0000,0.0000
162.600,1.0000,0.0000,30.0000,0.0000
162.650,1.0000,0.0000,30.0000,0.0000
162.700,1.0000,0.0000,30.0000,0.0000
162.750,1.0000,0.0000,30.0000,0.0000
162.800,1.0000,0.0000,30.0000,0.0000
162.850,1.0000,0.0000,30.0000,0.0000
162.900,1.0000,0.0000,30.0000,0.0000
162.950,1.0000,0.0000,30.0000,0.0000
163.000,1.0000,0.0000,30.0000,0.0000
163.050,1.0000,0.0000,30.0000,0.0000
163.100,1.0000,0.0000,30.0000,0.0000
163.150,1.0000,0.0000,30.0000,0.0000
163.200,1.0000,0.0000,30.0000,0.0000
163.250,1.0000,0.0000,30.0000,0.0000
163.300,1.0000,0.0000,30.0000,0.0000
163.350,1.0000,0.0000,30.0000,0.0000
163.400,1.0000,0.0000,30.0000,0.0000
163.450,1.0000,0.0000,30.0000,0.0000
163.500,1.0000,0.0000,30.0000,0.0000
163.550,1.0000,0.0000,30.0000,0.0000
163.600,1.0000,0.0000,30.0000,0.0000
163.650,1.0000,0.0000,30.0000,0.0000
163.700,1.0000,0.0000,30.0000,0.0000
163.750,1.0000,0.0000,30.0000,0.0000
163.800,1.0000,0.0000,30.0000,0.0000
163.850,1.0000,0.0000,30.0000,0.0000
163.900,1.0000,0.0000,30.0000,0.0000
163.950,1.0000,0.0000,30.0000,0.0000
164.000,1.0000,0.0000,30.0000,0.0000
164.050,1.0000,0.0000,30.0000,0.0000
164.100,1.0000,0.0000,30.0000,0.0000
164.150,1.0000,0.0000,30.0000,0.0000
164.200,1.0000,0.0000,30.0000,0.0000
164.250,1.0000,0.0000,30.0000,0.0000
164.300,1.0000,0.0000,30.0000,0.0000
164.350,1.0000,0.0000,30.0000,0.0000
164.400,1.0000,0.0000,30.0000,0.0000
164.450,1.0000,0.0000,30.0000,0.0000
164.500,1.0000,0.0000,30.0000,0.0000
164.550,1.0000,0.0000,30.0000,0.0000
164.600,1.0000,0.0000,30.0000,0.0000
164.650,1.0000,0.0000,30.0000,0.0000
164.700,1.0000,0.0000,30.0000,0.0000
164.750,1.0000,0.0000,30.0000,0.0000
164.800,1.0000,0.0000,30.0000,0.0000
164.850,1.0000,0.0000,30.0000,0.0000
164.900,1.0000,0.0000,30.0000,0.0000
164.950,1.0000,0.0000,30.0000,0.0000
165.000,1.0000,0.0000,30.0000,0.0000
165.050,1.0000,0.0000,30.0000,0.0000
165.100,1.0000,0.0000,30.0000,0.0000
165.150,1.0000,0.0000,30.0000,0.0000
165.200,1.0000,0.0000,30.0000,0.0000
165.250,1.0000,0.0000,30.0000,0.0000
165.300,1.0000,0.0000,30.0000,0.0000
165.350,1.0000,0.0000,30.0000,0.0000
165.400,1.0000,0.0000,30.0000,0.0000
165.450,1.0000,0.0000,30.0000,0.0000
165.500,1.0000,0.0000,30.0000,0.0000
165.550,1.0000,0.0000,30.0000,0.0000
165.600,1.0000,0.0000,30.0000,0.0000
165.650,1.0000,0.0000,30.0000,0.0000
165.700,1.0000,0.0000,30.0000,0.0000
165.750,1.0000,0.0000,30.0000,0.0000
165.800,1.0000,0.0000,30.0000,0.0000
165.850,1.0000,0.0000,30.0000,0.0000
165.900,1.0000,0.0000,30.0000,0.0000
165.950,1.0000,0.0000,30.0000,0.0000
166.000,1.0000,0.0000,30.0000,0.0000
166.050,1.0000,0.0000,30.0000,0.0000
166.100,1.0000,0.0000,30.0000,0.0000
166.150,1.0000,0.0000,30.0000,0.0000
166.200,1.0000,0.0000,30.0000,0.0000
166.250,1.0000,0.0000,30.0000,0.0000
166.300,1.0000,0.0000,30.0000,0.0000
166.350,1.0000,0.0000,30.0000,0.0000
166.400,1.0000,0.0000,30.0000,0.0000
166.450,1.0000,0.0000,30.0000,0.0000
166.500,1.0000,0.0000,30.0000,0.0000
166.550,1.0000,0.0000,30.0000,0.0000
166.600,1.0000,0.0000,30.0000,0.0000
166.650,1.0000,0.0000,30.0000,0.0000
166.700,1.0000,0.0000,30.0000,0.0000
166.750,1.0000,0.0000,30.0000,0.0000
166.800,1.0000,0.0000,30.0000,0.0000
166.850,1.0000,0.0000,30.0000,0.0000
166.900,1.0000,0.0000,30.0000,0.0000
166.950,1.0000,0.0000,30.0000,0.0000
167.000,1.0000,0.0000,30.0000,0.0000
167.050,1.0000,0.0000,30.0000,0.0000
167.100,1.0000,0.0000,30.0000,0.0000
167.150,1.0000,0.0000,30.0000,0.0000
167.200,1.0000,0.0000,30.0000,0.0000
167.250,1.0000,0.0000,30.0000,0.0000
167.300,1.0000,0.0000,30.0000,0.0000
167.350,1.0000,0.0000,30.0000,0.0000
167.400,1.0000,0.0000,30.0000,0.0000
167.450,1.0000,0.0000,30.0000,0.0000
167.500,1.0000,0.0000,30.0000,0.0000
167.550,1.0000,0.0000,30.0000,0.0000
167.600,1.0000,0.0000,30.0000,0.0000
167.650,1.0000,0.0000,30.0000,0.0000
167.700,1.0000,0.0000,30.0000,0.0000
167.750,1.0000,0.0000,30.0000,0.0000
167.800,1.0000,0.0000,30.0000,0.0000
167.850,1.0000,0.0000,30.0000,0.0000
167.900,1.0000,0.0000,30.0000,0.0000
167.950,1.0000,0.0000,30.0000,0.0000
168.000,1.0000,0.0000,30.0000,0.0000
168.050,1.0000,0.0000,30.0000,0.0000
168.100,1.0000,0.0000,30.0000,0.0000
168.150,1.0000,0.0000,30.0000,0.0000
168.200,1.0000,0.0000,30.0000,0.0000
168.250,1.0000,0.0000,30.0000,0.0000
168.300,1.0000,0.0000,30.0000,0.0000
168.350,1.0000,0.0000,30.0000,0.0000
168.400,1.0000,0.0000,30.0000,0.0000
168.450,1.0000,0.0000,30.0000,0.0000
168.500,1.0000,0.0000,30.0000,0.0000
168.550,1.0000,0.0000,30.0000,0.0000
168.600,1.0000,0.0000,30.0000,0.0000
168.650,1.0000,0.0000,30.0000,0.0000
168.700,1.0000,0.0000,30.0000,0.0000
168.750,1.0000,0.0000,30.0000,0.0000
168.800,1.0000,0.0000,30.0000,0.0000
168.850,1.0000,0.0000,30.0000,0.0000
168.900,1.0000,0.0000,30.0000,0.0000
168.950,1.0000,0.0000,30.0000,0.0000
169.000,1.0000,0.0000,30.0000,0.0000
169.050,1.0000,0.0000,30.0000,0.0000
169.100,1.0000,0.0000,30.0000,0.0000
169.150,1.0000,0.0000,30.0000,0.0000
169.200,1.0000,0.0000,30.0000,0.0000
169.250,1.0000,0.0000,30.0000,0.0000
169.300,1.0000,0.0000,30.0000,0.0000
169.350,1.0000,0.0000,30.0000,0.0000
169.400,1.0000,0.0000,30.0000,0.0000
169.450,1.0000,0.0000,30.0000,0.0000
169.500,1.0000,0.0000,30.0000,0.0000
169.550,1.0000,0.0000,30.0000,0.0000
169.600,1.0000,0.0000,30.0000,0.0000
169.650,1.0000,0.0000,30.0000,0.0000
169.700,1.0000,0.0000,30.0000,0.0000
169.750,1.0000,0.0000,30.0000,0.0000
169.800,1.0000,0.0000,30.0000,0.0000
169.850,1.0000,0.0000,30.0000,0.0000
169.900,1.0000,0.0000,30.0000,0.0000
169.950,1.0000,0.0000,30.0000,0.0000
170.000,1.0000,0.0000,30.0000,0.0000
170.050,1.0000,0.0000,30.0000,0.0000
170.100,1.0000,0.0000,30.0000,0.0000
170.150,1.0000,0.0000,30.0000,0.0000
170.200,1.0000,0.0000,30.0000,0.0000
170.250,1.0000,0.0000,30.0000,0.0000
170.300,1.0000,0.0000,30.0000,0.0000
170.350,1.0000,0.0000,30.0000,0.0000
170.400,1.0000,0.0000,30.0000,0.0000
170.450,1.0000,0.0000,30.0000,0.0000
170.500,1.0000,0.0000,30.0000,0.0000
170.550,1.0000,0.0000,30.0000,0.0000
170.600,1.0000,0.0000,30.0000,0.0000
170.650,1.0000,0.0000,30.0000,0.0000
170.700,1.0000,0.0000,30.0000,0.0000
170.750,1.0000,0.0000,30.0000,0.0000
170.800,1.0000,0.0000,30.0000,0.0000
170.850,1.0000,0.0000,30.0000,0.0000
170.900,1.0000,0.0000,30.0000,0.0000
170.950,1.0000,0.0000,30.0000,0.0000
171.000,1.0000,0.0000,30.0000,0.0000
171.050,1.0000,0.0000,30.0000,0.0000
171.100,1.0000,0.0000,30.0000,0.0000
171.150,1.0000,0.0000,30.0000,0.0000
171.200,1.0000,0.0000,30.0000,0.0000
171.250,1.0000,0.0000,30.0000,0.0000
171.300,1.0000,0.0000,30.0000,0.0000
171.350,1.0000,0.0000,30.0000,0.0000
171.400,1.0000,0.0000,30.0000,0.0000
171.450,1.0000,0.0000,30.0000,0.0000
171.500,1.0000,0.0000,30.0000,0.0000
171.550,1.0000,0.0000,30.0000,0.0000
171.600,1.0000,0.0000,30.0000,0.0000
171.650,1.0000,0.0000,30.0000,0.0000
171.700,1.0000,0.0000,30.0000,0.0000
171.750,1.0000,0.0000,30.0000,0.0000
171.800,1.0000,0.0000,30.0000,0.0000
171.850,1.0000,0.0000,30.0000,0.0000
171.900,1.0000,0.0000,30.0000,0.0000
171.950,1.0000,0.0000,30.0000,0.0000
172.000,1.0000,0.0000,30.0000,0.0000
172.050,1.0000,0.0000,30.0000,0.0000
172.100,1.0000,0.0000,30.0000,0.0000
172.150,1.0000,0.0000,30.0000,0.0000
172.200,1.0000,0.0000,30.0000,0.0000
172.250,1.0000,0.0000,30.0000,0.0000
172.300,1.0000,0.0000,30.0000,0.0000
172.350,1.0000,0.0000,30.0000,0.0000
172.400,1.0000,0.0000,30.0000,0.0000
172.450,1.0000,0.0000,30.0000,0.0000
172.500,1.0000,0.0000,30.0000,0.0000
172.550,1.0000,0.0000,30.0000,0.0000
172.600,1.0000,0.0000,30.0000,0.0000
172.650,1.0000,0.0000,30.0000,0.0000
172.700,1.0000,0.0000,30.0000,0.0000
172.750,1.0000,0.0000,30.0000,0.0000
172.800,1.0000,0.0000,30.0000,0.0000
172.850,1.0000,0.0000,30.0000,0.0000
172.900,1.0000,0.0000,30.0000,0.0000
172.950,1.0000,0.0000,30.0000,0.0000
173.000,1.0000,0.0000,30.0000,0.0000
173.050,1.0000,0.0000,30.0000,0.0000
173.100,1.0000,0.0000,30.0000,0.0000
173.150,1.0000,0.0000,30.0000,0.0000
173.200,1.0000,0.0000,30.0000,0.0000
173.250,1.0000,0.0000,30.0000,0.0000
173.300,1.0000,0.0000,30.0000,0.0000
173.350,1.0000,0.0000,30.0000,0.0000
173.400,1.0000,0.0000,30.0000,0.0000
173.450,1.0000,0.0000,30.0000,0.0000
173.500,1.0000,0.0000,30.0000,0.0000
173.550,1.0000,0.0000,30.0000,0.0000
173.600,1.0000,0.0000,30.0000,0.0000
173.650,1.0000,0.0000,30.0000,0.0000
173.700,1.0000,0.0000,30.0000,0.0000
173.750,1.0000,0.0000,30.0000,0.0000
173.800,1.0000,0.0000,30.0000,0.0000
173.850,1.0000,0.0000,30.0000,0.0000
173.900,1.0000,0.0000,30.0000,0.0000
173.950,1.0000,0.0000,30.0000,0.0000
174.000,1.0000,0.0000,30.0000,0.0000
174.050,1.0000,0.0000,30.0000,0.0000
174.100,1.0000,0.0000,30.0000,0.0000
174.150,1.0000,0.0000,30.0000,0.0000
174.200,1.0000,0.0000,30.0000,0.0000
174.250,1.0000,0.0000,30.0000,0.0000
174.300,1.0000,0.0000,30.0000,0.0000
174.350,1.0000,0.0000,30.0000,0.0000
174.400,1.0000,0.0000,30.0000,0.0000
174.450,1.0000,0.0000,30.0000,0.0000
174.500,1.0000,0.0000,30.0000,0.0000
174.550,1.0000,0.0000,30.0000,0.0000
174.600,1.0000,0.0000,30.0000,0.0000
174.650,1.0000,0.0000,30.0000,0.0000
174.700,1.0000,0.0000,30.0000,0.0000
174.750,1.0000,0.0000,30.0000,0.0000
174.800,1.0000,0.0000,30.0000,0.0000
174.850,1.0000,0.0000,30.0000,0.0000
174.900,1.0000,0.0000,30.0000,0.0000
174.950,1.0000,0.0000,30.0000,0.0000
175.000,1.0000,0.0000,30.0000,0.0000
175.050,0.0000,1.0000,15.0000,0.0000
175.100,0.0000,1.0000,15.0000,0.0000
175.150,0.0000,1.0000,15.0000,0.0000
175.200,0.0000,1.0000,15.0000,0.0000
175.250,0.0000,1.0000,15.0000,0.0000
175.300,0.0000,1.0000,15.0000,0.0000
175.350,0.0000,1.0000,15.0000,0.0000
175.400,0.0000,1.0000,15.0000,0.0000
175.450,0.0000,1.0000,15.0000,0.0000
175.500,0.0000,1.0000,15.0000,0.0000
175.550,0.0000,1.0000,15.0000,0.0000
175.600,0.0000,1.0000,15.0000,0.0000
175.650,0.0000,1.0000,15.0000,0.0000
175.700,0.0000,1.0000,15.0000,0.0000
175.750,0.0000,1.0000,15.0000,0.0000
175.800,0.0000,1.0000,15.0000,0.0000
175.850,0.0000,1.0000,15.0000,0.0000
175.900,0.0000,1.0000,15.0000,0.0000
175.950,0.0000,1.0000,15.0000,0.0000
176.000,0.0000,1.0000,15.0000,0.0000
176.050,0.0000,1.0000,15.0000,0.0000
176.100,0.0000,1.0000,15.0000,0.0000
176.150,0.0000,1.0000,15.0000,0.0000
176.200,0.0000,1.0000,15.0000,0.0000
176.250,0.0000,1.0000,15.0000,0.0000
176.300,0.0000,1.0000,15.0000,0.0000
176.350,0.0000,1.0000,15.0000,0.0000
176.400,0.0000,1.0000,15.0000,0.0000
176.450,0.0000,1.0000,15.0000,0.0000
176.500,0.0000,1.0000,15.0000,0.0000
176.550,0.0000,1.0000,15.0000,0.0000
176.600,0.0000,1.0000,15.0000,0.0000
176.650,0.0000,1.0000,15.0000,0.0000
176.700,0.0000,1.0000,15.0000,0.0000
176.750,0.0000,1.0000,15.0000,0.0000
176.800,0.0000,1.0000,15.0000,0.0000
176.850,0.0000,1.0000,15.0000,0.0000
176.900,0.0000,1.0000,15.0000,0.0000
176.950,0.0000,1.0000,15.0000,0.0000
177.000,0.0000,1.0000,15.0000,0.0000
177.050,0.0000,1.0000,15.0000,0.0000
177.100,0.0000,1.0000,15.0000,0.0000
177.150,0.0000,1.0000,15.0000,0.0000
177.200,0.0000,1.0000,15.0000,0.0000
177.250,0.0000,1.0000,15.0000,0.0000
177.300,0.0000,1.0000,15.0000,0.0000
177.350,0.0000,1.0000,15.0000,0.0000
177.400,0.0000,1.0000,15.0000,0.0000
177.450,0.0000,1.0000,15.0000,0.0000
177.500,0.0000,1.0000,15.0000,0.0000
177.550,0.0000,1.0000,15.0000,0.0000
177.600,0.0000,1.0000,15.0000,0.0000
177.650,0.0000,1.0000,15.0000,0.0000
177.700,0.0000,1.0000,15.0000,0.0000
177.750,0.0000,1.0000,15.0000,0.0000
177.800,0.0000,1.0000,15.0000,0.0000
177.850,0.0000,1.0000,15.0000,0.0000
177.900,0.0000,1.0000,15.0000,0.0000
177.950,0.0000,1.0000,15.0000,0.0000
178.000,0.0000,1.0000,15.0000,0.0000
178.050,0.0000,1.0000,15.0000,0.0000
178.100,0.0000,1.0000,15.0000,0.0000
178.150,0.0000,1.0000,15.0000,0.0000
178.200,0.0000,1.0000,15.0000,0.0000
178.250,0.0000,1.0000,15.0000,0.0000
178.300,0.0000,1.0000,15.0000,0.0000
178.350,0.0000,1.0000,15.0000,0.0000
178.400,0.0000,1.0000,15.0000,0.0000
178.450,0.0000,1.0000,15.0000,0.0000
178.500,0.0000,1.0000,15.0000,0.0000
178.550,0.0000,1.0000,15.0000,0.0000
178.600,0.0000,1.0000,15.0000,0.0000
178.650,0.0000,1.0000,15.0000,0.0000
178.700,0.0000,1.0000,15.0000,0.0000
178.750,0.0000,1.0000,15.0000,0.0000
178.800,0.0000,1.0000,15.0000,0.0000
178.850,0.0000,1.0000,15.0000,0.0000
178.900,0.0000,1.0000,15.0000,0.0000
178.950,0.0000,1.0000,15.0000,0.0000
179.000,0.0000,1.0000,15.0000,0.0000
179.050,0.0000,1.0000,15.0000,0.0000
179.100,0.0000,1.0000,15.0000,0.0000
179.150,0.0000,1.0000,15.0000,0.0000
179.200,0.0000,1.0000,15.0000,0.0000
179.250,0.0000,1.0000,15.0000,0.0000
179.300,0.0000,1.0000,15.0000,0.0000
179.350,0.0000,1.0000,15.0000,0.0000
179.400,0.0000,1.0000,15.0000,0.0000
179.450,0.0000,1.0000,15.0000,0.0000
179.500,0.0000,1.0000,15.0000,0.0000
179.550,0.0000,1.0000,15.0000,0.0000
179.600,0.0000,1.0000,15.0000,0.0000
179.650,0.0000,1.0000,15.0000,0.0000
179.700,0.0000,1.0000,15.0000,0.0000
179.750,0.0000,1.0000,15.0000,0.0000
179.800,0.0000,1.0000,15.0000,0.0000
179.850,0.0000,1.0000,15.0000,0.0000
179.900,0.0000,1.0000,15.0000,0.0000
179.950,0.0000,1.0000,15.0000,0.0000
180.000,0.0000,1.0000,15.0000,0.0000
180.050,0.0000,1.0000,15.0000,0.0000
180.100,0.0000,1.0000,15.0000,0.0000
180.150,0.0000,1.0000,15.0000,0.0000
180.200,0.0000,1.0000,15.0000,0.0000
180.250,0.0000,1.0000,15.0000,0.0000
180.300,0.0000,1.0000,15.0000,0.0000
180.350,0.0000,1.0000,15.0000,0.0000
180.400,0.0000,1.0000,15.0000,0.0000
180.450,0.0000,1.0000,15.0000,0.0000
180.500,0.0000,1.0000,15.0000,0.0000
180.550,0.0000,1.0000,15.0000,0.0000
180.600,0.0000,1.0000,15.0000,0.0000
180.650,0.0000,1.0000,15.0000,0.0000
180.700,0.0000,1.0000,15.0000,0.0000
180.750,0.0000,1.0000,15.0000,0.0000
180.800,0.0000,1.0000,15.0000,0.0000
180.850,0.0000,1.0000,15.0000,0.0000
180.900,0.0000,1.0000,15.0000,0.0000
180.950,0.0000,1.0000,15.0000,0.0000
181.000,0.0000,1.0000,15.0000,0.0000
181.050,0.0000,1.0000,15.0000,0.0000
181.100,0.0000,1.0000,15.0000,0.0000
181.150,0.0000,1.0000,15.0000,0.0000
181.200,0.0000,1.0000,15.0000,0.0000
181.250,0.0000,1.0000,15.0000,0.0000
181.300,0.0000,1.0000,15.0000,0.0000
181.350,0.0000,1.0000,15.0000,0.0000
181.400,0.0000,1.0000,15.0000,0.0000
181.450,0.0000,1.0000,15.0000,0.0000
181.500,0.0000,1.0000,15.0000,0.0000
181.550,0.0000,1.0000,15.0000,0.0000
181.600,0.0000,1.0000,15.0000,0.0000
181.650,0.0000,1.0000,15.0000,0.0000
181.700,0.0000,1.0000,15.0000,0.0000
181.750,0.0000,1.0000,15.0000,0.0000
181.800,0.0000,1.0000,15.0000,0.0000
181.850,0.0000,1.0000,15.0000,0.0000
181.900,0.0000,1.0000,15.0000,0.0000
181.950,0.0000,1.0000,15.0000,0.0000
182.000,0.0000,1.0000,15.0000,0.0000
182.050,0.0000,1.0000,15.0000,0.0000
182.100,0.0000,1.0000,15.0000,0.0000
182.150,0.0000,1.0000,15.0000,0.0000
182.200,0.0000,1.0000,15.0000,0.0000
182.250,0.0000,1.0000,15.0000,0.0000
182.300,0.0000,1.0000,15.0000,0.0000
182.350,0.0000,1.0000,15.0000,0.0000
182.400,0.0000,1.0000,15.0000,0.0000
182.450,0.0000,1.0000,15.0000,0.0000
182.500,0.0000,1.0000,15.0000,0.0000
182.550,0.0000,1.0000,15.0000,0.0000
182.600,0.0000,1.0000,15.0000,0.0000
182.650,0.0000,1.0000,15.0000,0.0000
182.700,0.0000,1.0000,15.0000,0.0000
182.750,0.0000,1.0000,15.0000,0.0000
182.800,0.0000,1.0000,15.0000,0.0000
182.850,0.0000,1.0000,15.0000,0.0000
182.900,0.0000,1.0000,15.0000,0.0000
182.950,0.0000,1.0000,15.0000,0.0000
183.000,0.0000,1.0000,15.0000,0.0000
183.050,0.0000,1.0000,15.0000,0.0000
183.100,0.0000,1.0000,15.0000,0.0000
183.150,0.0000,1.0000,15.0000,0.0000
183.200,0.0000,1.0000,15.0000,0.0000
183.250,0.0000,1.0000,15.0000,0.0000
183.300,0.0000,1.0000,15.0000,0.0000
183.350,0.0000,1.0000,15.0000,0.0000
183.400,0.0000,1.0000,15.0000,0.0000
183.450,0.0000,1.0000,15.0000,0.0000
183.500,0.0000,1.0000,15.0000,0.0000
183.550,0.0000,1.0000,15.0000,0.0000
183.600,0.0000,1.0000,15.0000,0.0000
183.650,0.0000,1.0000,15.0000,0.0000
183.700,0.0000,1.0000,15.0000,0.0000
183.750,0.0000,1.0000,15.0000,0.0000
183.800,0.0000,1.0000,15.0000,0.0000
183.850,0.0000,1.0000,15.0000,0.0000
183.900,0.0000,1.0000,15.0000,0.0000
183.950,0.0000,1.0000,15.0000,0.0000
184.000,0.0000,1.0000,15.0000,0.0000
184.050,0.0000,1.0000,15.0000,0.0000
184.100,0.0000,1.0000,15.0000,0.0000
184.150,0.0000,1.0000,15.0000,0.0000
184.200,0.0000,1.0000,15.0000,0.0000
184.250,0.0000,1.0000,15.0000,0.0000
184.300,0.0000,1.0000,15.0000,0.0000
184.350,0.0000,1.0000,15.0000,0.0000
184.400,0.0000,1.0000,15.0000,0.0000
184.450,0.0000,1.0000,15.0000,0.0000
184.500,0.0000,1.0000,15.0000,0.0000
184.550,0.0000,1.0000,15.0000,0.0000
184.600,0.0000,1.0000,15.0000,0.0000
184.650,0.0000,1.0000,15.0000,0.0000
184.700,0.0000,1.0000,15.0000,0.0000
184.750,0.0000,1.0000,15.0000,0.0000
184.800,0.0000,1.0000,15.0000,0.0000
184.850,0.0000,1.0000,15.0000,0.0000
184.900,0.0000,1.0000,15.0000,0.0000
184.950,0.0000,1.0000,15.0000,0.0000
185.000,0.0000,1.0000,15.0000,0.0000
185.050,0.0000,1.0000,15.0000,0.0000
185.100,0.0000,1.0000,15.0000,0.0000
185.150,0.0000,1.0000,15.0000,0.0000
185.200,0.0000,1.0000,15.0000,0.0000
185.250,0.0000,1.0000,15.0000,0.0000
185.300,0.0000,1.0000,15.0000,0.0000
185.350,0.0000,1.0000,15.0000,0.0000
185.400,0.0000,1.0000,15.0000,0.0000
185.450,0.0000,1.0000,15.0000,0.0000
185.500,0.0000,1.0000,15.0000,0.0000
185.550,0.0000,1.0000,15.0000,0.0000
185.600,0.0000,1.0000,15.0000,0.0000
185.650,0.0000,1.0000,15.0000,0.0000
185.700,0.0000,1.0000,15.0000,0.0000
185.750,0.0000,1.0000,15.0000,0.0000
185.800,0.0000,1.0000,15.0000,0.0000
185.850,0.0000,1.0000,15.0000,0.0000
185.900,0.0000,1.0000,15.0000,0.0000
185.950,0.0000,1.0000,15.0000,0.0000
186.000,0.0000,1.0000,15.0000,0.0000
186.050,0.0000,1.0000,15.0000,0.0000
186.100,0.0000,1.0000,15.0000,0.0000
186.150,0.0000,1.0000,15.0000,0.0000
186.200,0.0000,1.0000,15.0000,0.0000
186.250,0.0000,1.0000,15.0000,0.0000
186.300,0.0000,1.0000,15.0000,0.0000
186.350,0.0000,1.0000,15.0000,0.0000
186.400,0.0000,1.0000,15.0000,0.0000
186.450,0.0000,1.0000,15.0000,0.0000
186.500,0.0000,1.0000,15.0000,0.0000
186.550,0.0000,1.0000,15.0000,0.0000
186.600,0.0000,1.0000,15.0000,0.0000
186.650,0.0000,1.0000,15.0000,0.0000
186.700,0.0000,1.0000,15.0000,0.0000
